KeyMineProject,Property Name,Primary Commodity,Commodity Group,List of Owners,List of Royalty Holders,Development Stage,Activity Status,Latitude (degrees),Longitude (degrees),Coordinate Accuracy
24570,Bellevue,Gold,Precious Metals,International Minerals Services Ltd (Owner); Soper-Wheeler Co (Owner); Stephens Financial Services LLC (Owner),NA,Exploration,Inactive,39.739720,-120.940000,Exact
24571,Seneca,Gold,Precious Metals,Afitex Financial Services Inc (Venturer) 50%; SKG Interactive Inc (Venturer) 50%,NA,Reserves Development,Inactive,40.111670,-121.103890,Exact
24572,Bagdad Chase,Gold,Precious Metals,Bentley Resources Ltd (Optionee) 50%; United States Oil and Minerals Corp (Optionor) 50%,Bagdad Chase Inc (NSR) 4%,Preproduction,Inactive,34.627500,-116.166670,Exact
24573,Colosseum,Gold,Precious Metals,NA,Claim Owners (NPI) 100%,Closed,Inactive,35.571110,-115.564720,Exact
24575,Morning Star,Gold,Precious Metals,Vanderbilt Gold Corp (Owner) 100%,NA,Reserves Development,Inactive,35.360560,-115.490280,Exact
24577,Summit Diggings,Gold,Precious Metals,Empire Minerals Ltd (Owner) 100%,Goldsil Mining and Milling (Royalty) 2%,NA,Inactive,35.443290,-117.642290,Exact
24580,Reid,Gold,Precious Metals,Terramar Resources (Owner) 100%,NA,Target Outline,Inactive,40.660830,-122.428890,Exact
24583,Sixteen-to-One,Gold,Precious Metals,"Original Sixteen to One Mine, Inc. (Owner) 100%",NA,Operating,Care And Maintenance,39.465280,-120.842500,Exact
24584,Red Ledge,Gold,Precious Metals,Pembina Minerals Inc (Venturer) 50%; Dungannon/Jamex Explorations Ltd (Venturer) 25%,NA,Target Outline,Inactive,39.445000,-120.907780,Exact
24585,Feather Fork,Gold,Precious Metals,Feather Fork Mines Inc (Optionor); TrueStar Petroleum Corp. (Optionee),NA,Feasibility,Inactive,39.720640,-120.917720,Approximate
24586,Plumbago,Gold,Precious Metals,Chuck Mitchell Estate (Owner) 100%,NA,Target Outline,Inactive,39.452220,-120.812500,Exact
24587,Red Star,Gold,Precious Metals,"Original Sixteen to One Mine, Inc. (Owner) 100%",NA,Closed,Inactive,39.473200,-120.838890,Exact
24588,Gold Point,Gold,Precious Metals,Gold Point Mining Co (Optionor); Jab International Inc (Optionee),NA,Exploration,Inactive,39.544440,-120.863610,Exact
24589,Brush Creek,Gold,Precious Metals,Jab International Inc (Owner) 100%,NA,Reserves Development,Inactive,39.512780,-120.888060,Exact
24591,Commodore,Gold,Precious Metals,Blackstar Resources Inc (Owner) 100%,NA,Exploration,Inactive,41.800830,-122.874170,Exact
24593,Brown Bear,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Exploration,Inactive,40.723610,-122.729170,Exact
24594,Trinity,Gold,Precious Metals,TrueStar Petroleum Corp. (Optionee) 51%; Powerhouse Energy Corp (Optionor) 49%; Barksdale Capital Corp. (Optionor),NA,Reserves Development,Inactive,40.555280,-122.782220,Exact
24595,La Grange,Gold,Precious Metals,NA,NA,Exploration,Inactive,40.729440,-122.986110,Exact
24596,Clio,Gold,Precious Metals,United Gold Corp (Northwest Gold Corp) (Owner) 100%,NA,Target Outline,Inactive,37.846670,-120.366390,Exact
24598,Black Rose,Gold,Precious Metals,Private Interest (Owner) 100%,NA,Closed,Inactive,40.094150,-105.403360,Approximate
24599,Consolidated Caribou,Gold,Precious Metals,Calais Resources Inc. (Owner) 100%,Hendricks Mining Co Inc (NSR),Reserves Development,Inactive,39.979170,-105.572500,Exact
24600,Emancipation,Gold,Precious Metals,Moritz Mining Co (Owner) 100%,NA,Exploration,Inactive,40.053890,-105.366940,Approximate
24601,John Jay,Gold,Precious Metals,Fatima Minerals Inc (Owner); Protocol International Inc (Owner),NA,Exploration,Inactive,40.106940,-105.431670,Exact
24603,Little Matty,Gold,Precious Metals,NA,NA,Preproduction,Inactive,39.726390,-105.546670,Exact
24604,Capital Prize,Gold,Precious Metals,Private Interest (Owner),NA,Exploration,Inactive,39.709440,-105.692220,Exact
24606,Franklin,Gold,Precious Metals,"Franklin Mining, Inc. (Owner) 100%",NA,Exploration,Inactive,39.660560,-105.942780,Exact
24608,Black Eagle Mine,Gold,Precious Metals,NA,NA,Exploration,Inactive,39.733040,-105.554230,Exact
24609,Frontenac-Aduddell,Gold,Precious Metals,NA,NA,Target Outline,Inactive,39.770830,-105.518890,Exact
24610,Bates-Hunter,Gold,Precious Metals,Wits Basin Precious Minerals Inc. (Owner) 100%,Private Interest (NSR) 2%; Phoenix Leisure Corp (NSR) 1%,Target Outline,Inactive,39.799170,-105.506670,Exact
24612,Lucky Strike,Gold,Precious Metals,Dateline Resources Limited (Optionee) 100%; Unnamed Owner (Optionor),NA,Exploration,Active,38.435320,-106.854520,Exact
24614,Leadville,Gold,Precious Metals,NA,NA,Closed,Inactive,39.228060,-106.175000,Exact
24619,Diamond,Gold,Precious Metals,Leadville Corp (Owner) 100%,NA,Reserves Development,Inactive,39.253330,-106.221670,Exact
24621,Bessie G,Gold,Precious Metals,NA,NA,Closed,Inactive,37.434420,-108.008850,Exact
24624,Red Mountain #3,Gold,Precious Metals,NA,NA,Reserves Development,Inactive,37.911940,-107.695560,Exact
24626,Ling,Gold,Precious Metals,International Brenmac Development Corp (Owner) 100%,NA,Exploration,Inactive,39.372500,-106.102780,Exact
24627,Great West,Gold,Precious Metals,Alma American Mining Corp (Optionee); Chiwawa Mines Inc (Optionor),NA,Exploration,Inactive,39.302790,-106.101400,Exact
24629,Sunnyside,Gold,Precious Metals,NA,NA,Closed,Inactive,37.890560,-107.646670,Exact
24630,Sultan Mountain,Gold,Precious Metals,P and G Mining Inc (Owner) 100%,NA,Target Outline,Inactive,37.805830,-107.684170,Exact
24631,Special Session,Gold,Precious Metals,Great Colorado Silver Development Co (Optionee); Rapholz Silver Inc (Owner),NA,Exploration,Inactive,37.868000,-108.013660,Approximate
24632,Cameron Mine,Gold,Precious Metals,NA,NA,Operating,Inactive,38.742780,-105.131320,Exact
24633,Cripple Creek and Victor,Gold,Precious Metals,Newmont Mining Corporation (Owner) 100%,AngloGold Ashanti Limited (NSR),Expansion,Active,38.723870,-105.152730,Exact
24634,Dolly Varden,Gold,Precious Metals,Yellow Gold of Cripple Creek (Owner),NA,Exploration,Inactive,38.734170,-105.154740,Exact
24635,Cobalt,Gold,Precious Metals,NA,NA,Target Outline,Inactive,41.577220,-72.550830,Exact
24639,Atlantis,Gold,Precious Metals,Atlantis Mining and Manufacturing Co Inc (Owner),NA,Exploration,Inactive,43.486410,-114.335500,Exact
24642,Miller Mountain,Gold,Precious Metals,Tundra Gold Mines Ltd (Owner) 100%,NA,Exploration,Inactive,44.145180,-115.509250,Exact
24646,Mineral Zone,Gold,Precious Metals,Idaho Mining and Development Co (Optionor),NA,Reserves Development,Inactive,45.836670,-115.432220,Exact
24647,Big Buffalo,Gold,Precious Metals,Big Buffalo Mining Co (Owner),NA,Closed,Inactive,45.607340,-115.686100,Exact
24649,Buffalo Gulch,Gold,Precious Metals,"Premium Exploration, Inc. (Owner) 100%",Kinross Gold Corporation (NSR) 3%; Trevali Mining Corporation (NSR) 0.75%; Valencia Ventures Inc. (NSR) 0.75%,Reserves Development,Active,45.896390,-115.492780,Exact
24650,Nugget Creek,Gold,Precious Metals,David L Mendenhall (Owner),NA,Exploration,Inactive,45.211250,-114.689100,Approximate
24651,Gold Hill,Gold,Precious Metals,NCN Exploration and Development Co (Optionee); Nevcal Resources (Optionor),Long Ridge Explorations (NPI),Exploration,Inactive,45.370000,-114.292220,Exact
24660,Safety Creek Prospect,Gold,Precious Metals,Arivaca Silver Mines Ltd (Venturer); Copper Lake Exploration (Venturer),NA,Exploration,Inactive,44.949720,-115.077780,Exact
24663,Almaden,Gold,Precious Metals,Terraco Gold Corp. (Owner) 100%,"Unnamed Owner (NPI) 4%; Royal Gold, Inc. (NSR)",Feasibility,Active,44.240280,-116.713330,Exact
24667,Miller Mountain,Gold,Precious Metals,Western Epithermal (Owner),NA,Exploration,Inactive,46.620280,-111.414170,Exact
24668,Gilt Edge,Gold,Precious Metals,Blue Range Mining Co Ltd Partnership (Owner) 100%,NA,Closed,Inactive,47.144170,-109.226670,Exact
24669,Moccasin,Gold,Precious Metals,NA,NA,Exploration,Inactive,47.280000,-109.467780,Exact
24671,Comet,Gold,Precious Metals,Concord Mines Ltd (Venturer) 75%; Keith Johnson (Venturer) 25%,Harold Giulio (NSR) 2.5%,Closed,Inactive,46.310280,-112.172220,Exact
24678,Tuscarora,Gold,Precious Metals,Novo Resources Corporation (Owner) 100%,Ely Gold and Minerals Inc. (Sliding); Platoro West Incorporated (Sliding),Target Outline,Active,41.311670,-116.222500,Exact
24681,Lookout Mountain,Gold,Precious Metals,"Idaho State Gold Company, LLC (Venturer) 50%; Timberline Resources Corporation (Venturer) 50%","Private Interest (GR); Rocky Canyon Mining Company (NSR); Royal Gold, Inc. (NSR)",Reserves Development,Active,39.404440,-115.982220,Exact
24682,Bottle Creek,Gold,Precious Metals,NA,NA,Exploration,Inactive,41.358610,-118.319720,Exact
24683,Marigold,Gold,Precious Metals,Silver Standard Resources Inc. (Owner) 100%,"Royal Gold, Inc. (NSR) 2%;  (Royalty); Century Gold (Royalty); Franco-Nevada Corporation (GR); Franco-Nevada Corporation (NSR); University of Nevada, Reno (Royalty)",Operating,Active,40.734170,-117.175000,Exact
24684,Buckskin National,Gold,Precious Metals,"Buckskin National Mine Ltd (Owner); Paragon Precious Metals, Inc. (Owner); Private Interest (Owner)",NA,Reserves Development,Inactive,41.792780,-117.540280,Exact
24685,Pinson,Gold,Precious Metals,"Waterton Global Resource Management, Inc. (Owner) 100%","Barrick Gold Corporation (NPI) 10%; Franco-Nevada Corporation (NSR); Private Interest (NSR); Royal Gold, Inc. (NSR)",Operating,Care And Maintenance,41.130000,-117.268060,Exact
24686,Independence,Gold,Precious Metals,Cibolan Gold Corporation (Owner) 100%,Unnamed Owner (NSR) 1.88%; Gold Range Company LLC (NSR) 1%,Reserves Development,Active,40.527910,-117.125910,Exact
24687,Dean,Gold,Precious Metals,St George Metals Inc (Owner) 100%,NA,Reserves Development,Inactive,40.428060,-116.843890,Exact
24688,Buffalo Valley,Gold,Precious Metals,Newmont Mining Corporation (Venturer) 70%; Fairmile Goldtech Inc. (Venturer) 30%,IAMGOLD Corporation (NSR) 3%,Reserves Development,On Hold Awaiting Financing,40.603890,-117.246940,Exact
24689,Hilltop,Gold,Precious Metals,Barrick Gold Corporation (Owner) 100%,Ruskin Developments Ltd (NPI); Siskon Gold Corp (NPI),Reserves Development,Inactive,40.413890,-116.803890,Exact
24690,Robertson,Gold,Precious Metals,Coral Gold Resources Limited (Owner) 100%,Geomex Development Inc #810 (NSR) 3%,Prefeas/Scoping,Active,40.308060,-116.690280,Exact
24691,McCoy/Cove,Gold,Precious Metals,Premier Gold Mines Limited (Owner) 100%,Private Interest (NSR) 2%; Newmont Mining Corporation (NSR) 1.5%,Reserves Development,Active,40.306940,-117.236670,Exact
24692,Blue Bird,Gold,Precious Metals,NA,NA,Target Outline,Inactive,40.628060,-117.106940,Exact
24694,Atlanta,Gold,Precious Metals,Meadow Bay Gold Corporation (Owner) 100%,Bobcat Properties Inc (NSR) 3%; Ely Gold and Minerals Inc. (NSR) 3%; Exxon Mobil Corporation (NSR),Reserves Development,Active,38.462500,-114.333330,Exact
24695,Pioche,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Exploration,Inactive,37.900830,-114.057220,Exact
24696,Talapoosa,Gold,Precious Metals,Timberline Resources Corporation (Optionee) 100%; Gunpoint Exploration Limited (Optionor),American Gold Capital U.S. Inc. (NSR); Newmont Mining Corporation (Royalty); Sierra Denali Minerals Inc. (NSR),Prefeas/Scoping,Active,39.454830,-119.275700,Exact
24699,Buckskin Rawhide East,Gold,Precious Metals,"Coral Reef Capital, L.L.C. (Optionee) 100%; Emgold Mining Corporation (Optionor)",Nevada Sunrise LLC (NSR) 2.5%,Exploration,Active,39.014170,-118.385280,Exact
24702,Bullfrog,Gold,Precious Metals,Barrick Gold Corporation (Owner) 100%,Claim Owners (NSR) 5%,Closed,Inactive,36.910000,-116.810000,Exact
24703,Pioneer,Gold,Precious Metals,"Royal Apex Silver Inc (Venturer) 50%; U.S. Precious Metals, Inc. (Venturer) 50%; Kanco Energy Inc (Optionor)",NA,Exploration,Inactive,37.005000,-116.788330,Exact
24704,Gold Bar,Gold,Precious Metals,Kerr Mines Inc. (Venturer) 95%; Northern Canadian Uranium Inc (Venturer) 5%,Unnamed Owner (NSR) 2%; Brown and Root (NPI),Reserves Development,Temporarily On Hold,39.759170,-116.439720,Exact
24705,Golden Arrow,Gold,Precious Metals,Nevada Sunrise Gold Corporation (Owner) 100%,Private Interest (NSR); Unnamed Owner (NPI); Unnamed Owner (NSR),Reserves Development,Active,37.996390,-116.603060,Exact
24706,Quartz Mountain,Gold,Precious Metals,"International Silver, Inc. (Owner) 100%",NA,Target Outline,Active,39.043060,-117.966390,Exact
24707,Poncho and Lefty,Gold,Precious Metals,CRA Phase Ii Ltd (Optionee) 100%,Individual (NSR),Exploration,Inactive,38.995000,-117.883610,Exact
24708,Longstreet,Gold,Precious Metals,"Star Gold Corporation (Optionee) 100%; MinQuest, Inc. (Optionor)",NA,Prefeas/Scoping,Active,38.379170,-116.709720,Exact
24709,Sterling,Gold,Precious Metals,Imperial Metals Corporation (Owner) 100%,Franco-Nevada Corporation (NSR); Unnamed Owner (NSR),Residual Production,Active,36.829170,-116.639440,Exact
24711,Jersey Valley,Gold,Precious Metals,Reynolds Metals Company (Venturer) 50%; St George Metals Inc (Venturer) 50%,NA,Exploration,Inactive,40.176670,-117.465000,Exact
24712,Rabbit Hole Placers,Gold,Precious Metals,NA,NA,Target Outline,Inactive,40.800830,-118.707220,Exact
24714,Majuba/Rye Patch,Gold,Precious Metals,NA,NA,Target Outline,Inactive,40.654720,-118.410560,Approximate
24715,Florida Canyon,Gold,Precious Metals,Rye Patch Gold Corp. (Owner) 100%,Maverix Metals Inc. (NSR) 3.25%; Kinross Gold Corporation (NSR) 2.5%; Private Company (NPI),Operating,Active,40.579170,-118.238330,Exact
24717,Auburn,Gold,Precious Metals,NA,NA,Target Outline,Inactive,40.765830,-117.869170,Exact
24718,Barrel Springs,Gold,Precious Metals,NA,NA,Exploration,Inactive,40.811390,-118.707220,Exact
24720,Rosebud,Gold,Precious Metals,Harvest Gold Corporation (Owner) 100%,Newmont Mining Corporation (NSR) 3%,Reserves Development,Active,40.812500,-118.661670,Exact
24721,Gooseberry,Gold,Precious Metals,Pallis Mining Co (Owner) 100%,Home Oil Ltd (NPI) 3%,Closed,Inactive,39.484170,-119.464440,Exact
24722,New York,Gold,Precious Metals,NA,NA,NA,Inactive,39.263800,-119.655200,Exact
24725,Monte Cristo,Gold,Precious Metals,NA,NA,Target Outline,Inactive,39.246940,-115.564720,Exact
24729,Buck Mountain,Gold,Precious Metals,NA,NA,NA,Inactive,39.747720,-115.524490,Exact
24736,Bonito,Gold,Precious Metals,Barrick Gold Corporation (Owner) 100%,Mobil Corporation (NSR) 4.5%,Reserves Development,Inactive,33.460560,-105.802780,Exact
24738,Vera Cruz,Gold,Precious Metals,NA,NA,Target Outline,Inactive,33.605560,-105.701670,Exact
24740,Victorio,Gold,Precious Metals,NA,NA,Exploration,Inactive,32.182030,-108.083910,Exact
24742,El Oro,Gold,Precious Metals,NA,NA,Closed,Inactive,32.966810,-107.480900,Exact
24744,Silver Hill,Gold,Precious Metals,Carolina Minerals Resources Inc (Owner) 100%,NA,Exploration,Inactive,35.705830,-80.200560,Exact
24745,Russell-Coggins,Gold,Precious Metals,Piedmont Mining Corp. (Owner) 100%,NA,Reserves Development,Inactive,35.486940,-80.019720,Exact
24746,Howie,Gold,Precious Metals,Pacific Minesearch Ltd (Optionee) 87.5%; Howie Gold Exploration (Venturer) 12.5%,Cominco American Resources Inc (NSR) 2%,Target Outline,Inactive,34.957780,-80.715280,Exact
24748,Bald Mountain/Ibex,Gold,Precious Metals,Kinross Gold Corporation (Optionee) 50%; Alpine Minerals (Optionor),NA,Feasibility,Inactive,44.733330,-118.366670,Approximate
24749,Record,Gold,Precious Metals,Golconda Resources Ltd. (Owner),NA,Exploration,Inactive,44.377220,-118.241670,Approximate
24750,Dolly Varden,Gold,Precious Metals,NA,NA,Exploration,Inactive,44.767500,-117.370000,Best Guess
24751,Pine Creek,Gold,Precious Metals,Pine Creek Mining Inc (Owner),NA,Closed,Inactive,44.977780,-117.193890,Exact
24752,Iron Dyke,Gold,Precious Metals,Alta Gold Co (Owner) 100%,Texasgulf Inc (Royalty),Exploration,Inactive,45.027050,-116.858170,Exact
24754,Dixie Meadow,Gold,Precious Metals,NA,NA,Reserves Development,Inactive,44.601390,-118.695000,Exact
24755,Idol City,Gold,Precious Metals,NA,NA,Target Outline,Inactive,43.778060,-118.892500,Exact
24756,Warner,Gold,Precious Metals,NA,NA,Exploration,Inactive,42.737500,-123.169440,Exact
24757,Goff,Gold,Precious Metals,Rio Tinto (Owner),NA,Exploration,Inactive,42.680280,-123.559720,Exact
24758,Ida,Gold,Precious Metals,NA,NA,Target Outline,Inactive,42.495600,-123.253350,Approximate
24759,Greenback,Gold,Precious Metals,Alpaca Resources Inc (Owner) 100%,NA,Exploration,Inactive,42.653330,-123.305830,Exact
24761,Sunday Hill,Gold,Precious Metals,NA,NA,NA,Inactive,44.431390,-117.597220,Exact
24763,Camp Carson,Gold,Precious Metals,Merlin Mining NL (Owner); Quad Metals Corp (Owner),NA,NA,Inactive,45.034580,-118.291340,Exact
24765,Belk,Gold,Precious Metals,Firebird Resources Inc. (Optionee) 100%; Pageland Minerals Limited (Optionor),NA,Reserves Development,Active,34.668060,-80.419440,Exact
24766,Gold Hill Mine,Gold,Precious Metals,Mary Nisbet (Owner); Nicor Inc. (Owner),NA,Exploration,Inactive,34.906180,-80.846200,Approximate
24767,Homestake,Gold,Precious Metals,Barrick Gold Corporation (Owner) 100%,NA,Closed,Inactive,44.351670,-103.750000,Exact
24768,Golden Reward,Gold,Precious Metals,NA,NA,Closed,Inactive,44.334170,-103.803890,Exact
24779,Tug,Gold,Precious Metals,Fronteer Gold Inc. (Owner) 100%,NA,Target Outline,Inactive,41.246670,-114.034440,Exact
24781,Gold Springs,Gold,Precious Metals,TriMetals Mining Inc. (Owner) 100%,NA,Prefeas/Scoping,Active,37.924790,-114.072730,Exact
24785,South Mercur,Gold,Precious Metals,Rochester Minerals Inc (Owner) 100%,Homestake Mining Company of California Inc. (NSR) 3%,Target Outline,Inactive,40.277780,-112.190830,Exact
24787,London-Virginia,Gold,Precious Metals,NA,NA,Target Outline,Inactive,37.551390,-78.464440,Exact
24788,Hughes,Gold,Precious Metals,NA,NA,Exploration,Inactive,37.787550,-78.286940,Exact
24791,Bodie,Gold,Precious Metals,NA,NA,Exploration,Inactive,48.816740,-118.897250,Approximate
24792,Republic Unit,Gold,Precious Metals,NA,NA,Closed,Inactive,48.672620,-118.759470,Exact
24793,Vulcan Mountain,Gold,Precious Metals,Globex Mining Enterprises Inc. (Owner) 100%,N A Degerstrom Inc (NSR) 2%; Sundance Mining-Development Inc (NSR),Target Outline,Inactive,48.980560,-118.550000,Exact
24796,Minnie,Gold,Precious Metals,Carson Oil And Exploration Inc (Venturer) 50%; Cordilleran Development Inc (Venturer) 50%,Private Interest (NPI) 12.5%,Reserves Development,Inactive,48.264000,-120.055890,Exact
24798,Alder,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Exploration,Inactive,48.321670,-120.157780,Exact
24802,Big Iron,Gold,Precious Metals,NA,NA,Exploration,Inactive,48.947070,-118.058620,Exact
24807,Excelsior,Gold,Precious Metals,Unnamed Owner (Owner) 100%,NA,Reserves Development,Inactive,48.898610,-121.806110,Exact
24808,Minnesota,Gold,Precious Metals,NA,NA,Exploration,Inactive,48.731220,-120.842310,Exact
24813,Mary Ellen Dump,Gold,Precious Metals,Gyorvary Mining Co (Owner) 100%,NA,NA,Inactive,42.487780,-108.744720,Exact
24814,Copper King,Gold,Precious Metals,United States Gold Corporation (Owner) 100%,NA,Reserves Development,Active,41.141670,-105.183890,Exact
24822,Gold Quarry,Gold,Precious Metals,Newmont Mining Corporation (Owner) 100%,Ash And Thorton (NSR) 18%; Franco-Nevada Corporation (NSR) 7.29%; Claim Owners (NSR) 2.5%,Satellite,Active,40.791670,-116.208330,Exact
24823,McLaughlin,Gold,Precious Metals,Barrick Gold Corporation (Owner) 100%,Individual (NSR) 2%,Closed,Inactive,38.856670,-122.401390,Exact
24825,San Luis,Gold,Precious Metals,Newmont Mining Corporation (Owner) 100%,Earth Sciences Inc (NSR) 5%,Closed,Inactive,37.255000,-105.315830,Exact
24826,Motherlode Prospect,Gold,Precious Metals,Normac Explorations Inc (Venturer) 50%; Remington Resources Inc. (Venturer) 50%,Kingsmere Mining Ltd. (NSR); Private Interest (NSR),Reserves Development,Inactive,39.960280,-114.877780,Approximate
24831,Amazon Property,Gold,Precious Metals,NA,NA,NA,Inactive,40.880280,-107.524440,Approximate
24837,Grouse Creek,Gold,Precious Metals,NA,Communicorp Corp (NPI) 5%,Closed,Inactive,44.433060,-114.750000,Exact
24844,Camp Bird,Gold,Precious Metals,Camp Bird Colorado Inc (Owner) 100%,NA,Closed,Inactive,37.970000,-107.725280,Exact
24846,Summitville,Gold,Precious Metals,Galactic Resources Ltd (Optionee) 100%,Reynolds Mining Co (Royalty) 1%,Closed,Inactive,37.410000,-106.560000,Exact
24848,Leach Claims,Gold,Precious Metals,Arcanna Industries Corp (Owner) 100%,Quest Inc (NPI) 15%,Reserves Development,Inactive,34.471390,-113.151390,Exact
24850,Alaska Offshore Gold Placer Permits,Gold,Precious Metals,NA,NA,Exploration,Inactive,64.611390,-163.250460,Approximate
24852,Carter Mine,Gold,Precious Metals,NA,NA,Reserves Development,Inactive,38.600000,-106.600000,Approximate
24855,Illinois Creek,Gold,Precious Metals,Plan B Minerals Corp. (Optionee) 100%; Piek Exploration LLC (Optionor); Silver Predator Corporation (Optionor),Resource Holdings Ltd. (NPI) 0.5%,Reserves Development,Active,64.040000,-157.910000,Exact
24858,Snowshoe Mine,Gold,Precious Metals,Greenwood Explorations Ltd (Owner) 100%,NA,Exploration,Inactive,48.204720,-115.645280,Exact
24859,Eldorado Canyon,Gold,Precious Metals,Alta Gold Co (Optionee) 100%; Future Petroleum Corp (Optionor),NA,Target Outline,Inactive,35.708060,-114.856670,Exact
24862,Bald Mountain,Gold,Precious Metals,JD Irving Ltd (Owner) 100%,Chevron Resources Co (NPI); Great Northern Paper Co (NPI),Reserves Development,Active,46.733060,-68.725000,Exact
24865,Paymaster Shaft,Gold,Precious Metals,Placer Dome Inc (Barrick Gold) (Owner) 100%,NA,Closed,Inactive,48.444070,-81.260730,Exact
24867,Turquoise Ridge,Gold,Precious Metals,Barrick Gold Corporation (Venturer) 75%; Newmont Mining Corporation (Venturer) 25%,Franco-Nevada Corporation (NSR),Operating,Active,41.215900,-117.242860,Exact
24875,Turner-Albright,Gold,Precious Metals,Josephine Mining Corp. (Owner) 100%,"General Moly, Inc. (NSR) 1.5%",Reserves Development,Active,42.004170,-123.756940,Exact
24878,Emigrant Springs,Gold,Precious Metals,Newmont Mining Corporation (Owner) 100%,Sandstorm Gold Ltd. (NSR) 1.5%,Satellite,Active,40.613050,-115.972070,Exact
24879,Santa Fe,Gold,Precious Metals,Victoria Gold Corp. (Optionee) 100%,Moydow Mines International Inc (NSR) 4.1%; Individual (NSR) 3%; Brican Resources (NSR); Copper Queen Mines (NSR),Reserves Development,Active,38.594170,-118.142500,Exact
24882,Keyrok,Gold,Precious Metals,Ayerok Petroleum Ltd (Venturer) 50%; Key Properties Ltd (Venturer) 50%,NA,Target Outline,Inactive,42.983330,-117.016670,Approximate
24886,Cyanide Gulch,Gold,Precious Metals,Gibbonsville Premier Gold Mines (Owner); Merger Mines Corporation (Owner),NA,Target Outline,Inactive,45.550000,-113.916670,Exact
24888,Stibnite,Gold,Precious Metals,NA,NA,Closed,Inactive,44.909170,-115.330830,Exact
24889,Chandalar,Gold,Precious Metals,"Goldrich Mining Company (Owner) 50%; NyacAU, LLC (Owner) 50%",NA,Limited Production,Active,67.550250,-148.179580,Exact
24890,Napias Creek,Gold,Precious Metals,NA,NA,Feasibility,Inactive,45.300000,-114.066390,Approximate
24892,Unga,Gold,Precious Metals,Redstar Gold Corporation (Optionee) 100%; Full Metal Minerals Ltd. (Optionor); The Aleut Corp (Optionor),NA,Reserves Development,Active,55.226110,-160.573890,Exact
24893,Easy Ridge Property,Gold,Precious Metals,NA,NA,Exploration,Inactive,39.158040,-115.669130,Approximate
24895,Mayflower,Gold,Precious Metals,NA,NA,Target Outline,Inactive,40.616340,-111.441380,Exact
24896,Silver Cross,Gold,Precious Metals,Amca Industries Ltd #807 (Venturer) 67.3%; Flow Resources Ltd (Venturer) 32.7%,NA,Closed,Inactive,33.922780,-111.953610,Exact
24899,Goldfield,Gold,Precious Metals,Pacific Gold and Uranium Inc (Venturer) 25%,NA,Feasibility,Inactive,37.738650,-117.231020,Exact
24906,Ropes,Gold,Precious Metals,"Coeur Mining, Inc. (Owner) 100%",Private Interest (NSR) 3%,Exploration,Inactive,46.530830,-87.714170,Exact
24907,Meadow Lake,Gold,Precious Metals,Earth Sciences Inc (Optionee) 100%,Meadow Lake Gold Associates (NPI) 16%,Target Outline,Inactive,39.428330,-120.550000,Approximate
24911,United Verde Extension,Gold,Precious Metals,Arizona Resources Inc (Optionee) 100%,Verde Exploration Ltd (NPI) 15%,Closed,Inactive,34.753770,-112.112910,Exact
24917,Tybo,Gold,Precious Metals,Pacific Silver Corp (Optionee) 100%; Silver King Mines Inc (Optionor),NA,Reserves Development,Inactive,38.368610,-116.402220,Approximate
24920,Cracker Creek,Gold,Precious Metals,Boise Cascade Minerals (Owner) 25%; Brooks Minerals Inc (Owner) 10%,NA,Target Outline,Inactive,44.781670,-118.242760,Exact
24928,Comstock,Gold,Precious Metals,Comstock Mining Inc. (Owner) 100%,NA,Expansion,Active,39.276330,-119.663900,Exact
24930,Gold King Extension,Gold,Precious Metals,San Juan Corp (Owner) 100%,NA,Target Outline,Inactive,37.890830,-107.648330,Exact
24931,Big Horn,Gold,Precious Metals,NA,NA,Reserves Development,Inactive,34.355560,-117.743060,Exact
24932,Aurora,Gold,Precious Metals,NA,Siskon Gold Corp (NSR) 1.25%,Closed,Inactive,38.286390,-118.900830,Exact
24933,Como Placer,Gold,Precious Metals,Apache Energy and Minerals (Owner),NA,NA,Inactive,39.221110,-105.090000,Exact
24934,Questa Blanca,Gold,Precious Metals,Apache Energy and Minerals (Owner) 100%,NA,Target Outline,Inactive,33.400000,-107.383330,Approximate
24935,Trail Creek,Gold,Precious Metals,Apache Energy and Minerals (Owner) 100%,NA,Exploration,Inactive,39.732490,-105.614480,Exact
24936,Goldfield,Gold,Precious Metals,American Pacific Minerals Ltd (Owner) 100%,Claim Owners (NSR) 3.33%,Closed,Inactive,37.719740,-117.223280,Exact
24938,Specimen,Gold,Precious Metals,Tundra Gold Mines Ltd (Owner) 100%,NA,Exploration,Inactive,44.104720,-115.546670,Exact
24939,Siskon,Gold,Precious Metals,NA,NA,Target Outline,Inactive,41.578430,-123.642840,Exact
24944,Northumberland Mine,Gold,Precious Metals,Newmont Mining Corporation (Owner) 100%,Unnamed Owner (NSR),Reserves Development,Inactive,38.969170,-116.879720,Exact
24950,London,Gold,Precious Metals,NA,NA,Feasibility,Inactive,39.273060,-106.146390,Exact
24952,Cornucopia,Gold,Precious Metals,NA,NA,Exploration,Inactive,45.012660,-117.209620,Exact
24953,Trixie,Gold,Precious Metals,Chief Consolidated Mining Company (Owner) 100%,NA,Reserves Development,Active,40.003060,-112.067220,Exact
