Row Labels,Month,Day,Payloads,Paytons,CycleTime_Sum_Minutes,Traveling_Sum_Minutes,Waiting_Sum_Minutes,Spotting_Sum_Minutes,Loading_Sum_Minutes,Hauling_Sum_Minutes,Queued_Sum_Minutes,Backing_Sum_Minutes,Tipping_Sum_Minutes
403,3,3,12,2191.999924,523.95,131.65,42.21666667,4.2,23.61666667,301.5333333,5.816666667,8.116666667,6.8
403,3,4,4,754.0999756,100.3833333,30.25,14.71666667,1.516666667,22.65,29.4,0,0,1.85
403,3,4,1,169.1999969,34.21666667,20.68333333,0.7,0.283333333,3.966666667,8.083333333,0,0,0.5
403,3,4,5,922.3999939,180.75,82.9,17.86666667,4.35,13.71666667,46.63333333,6.266666667,2.533333333,6.483333333
403,3,4,13,2323.800003,795.5833333,303.8333333,39.05,4.4,46.13333333,374.3666667,15.98333333,5.933333333,5.883333333
403,3,5,1,196.3000031,37.26666667,20.96666667,0.05,0.333333333,2.716666667,12.41666667,0,0.016666667,0.766666667
403,3,5,1,174.1000061,40.98333333,29.53333333,0.033333333,0.283333333,2.966666667,7.466666667,0.216666667,0,0.483333333
403,3,5,9,1683.300003,504.6166667,144.0333333,34.18333333,2.783333333,26.26666667,278.75,8.4,4.433333333,5.766666667
403,3,6,5,940.5,131.8333333,61,15.81666667,2.366666667,10.95,36.2,0,0.016666667,5.483333333
403,3,6,3,555,114.9166667,49.46666667,16.16666667,0.316666667,8.3,37.21666667,0.183333333,1.433333333,1.833333333
403,3,6,12,2189.999969,816.8833333,291.0166667,54.33333333,6.1,32.18333333,399.7666667,17.3,9.233333333,6.95
403,3,7,6,1074.799973,106.8166667,39.15,4.066666667,2.516666667,16.5,37.61666667,1.6,1.1,4.266666667
403,3,7,7,1285.300034,211.4666667,106.0333333,12.06666667,2.15,17.61666667,66.06666667,1.05,1.316666667,5.166666667
403,3,7,3,596.4999847,100.5,45.11666667,6.883333333,0.933333333,9.466666667,31.15,1,2.316666667,3.633333333
403,3,7,9,1713.799988,550.85,143.9833333,39.85,2.8,28.75,321.3,2.466666667,5.933333333,5.766666667
