,stop_type,year,postcode,long,lat,neighbourhood,locality,total,nutrient_ratio,perishable_ratio
407,Delivery,2012,M4Y 2K4,-79.3770895,43.6671445,Downtown,Toronto,8919,0.46075623846350333,0.11299644975463916
408,Delivery,2012,M5A 1S1,-79.3721626,43.6537839,Downtown,Toronto,53220,0.551670234929204,0.09025021818068285
409,Delivery,2012,M5A 1T3,-79.3628358,43.6561715,Downtown,Toronto,182974,0.5069224032271005,0.06223057420330392
410,Delivery,2012,M5A 1V2,-79.35773209999999,43.657323600000005,Downtown,Toronto,63830,0.41778753798705254,0.08828889449113597
411,Delivery,2012,M5A 2A2,-79.3702269,43.658198999999996,Downtown,Toronto,27344,0.457784561285683,0.11199093616900833
412,Delivery,2012,M5A 2A8,-79.3668834,43.659516499999995,Downtown,Toronto,33818,0.5500797471130268,0.1280337476221694
413,Delivery,2012,M5A 2B1,-79.3665314,43.659187,Downtown,Toronto,88460,0.4405368816604695,0.10449263551232604
414,Delivery,2012,M5A 2B7,-79.36151590000001,43.660125,Downtown,Toronto,58727,0.4907358241761243,0.12865560817128838
415,Delivery,2012,M5A 2C6,-79.36538759999999,43.6613778,Downtown,Toronto,88063,0.5048788021412528,0.10588657094104165
416,Delivery,2012,M5A 2E5,-79.37277850000001,43.6608846,Downtown,Toronto,23770,0.518428962577823,0.10982236740737264
417,Delivery,2012,M5A 2E6,-79.3713707,43.6616422,Downtown,Toronto,40900,0.41589460658945726,0.15775728662791508
418,Delivery,2012,M5A 2G2,-79.36917109999999,43.6621032,Downtown,Toronto,24735,0.5525673627052012,0.12020548771709955
419,Delivery,2012,M5A 2G7,-79.3657395,43.6625968,Downtown,Toronto,56900,0.48463251711235544,0.12060934436172763
420,Delivery,2012,M5A 2J3,-79.36217579999999,43.664226899999996,Downtown,Toronto,29394,0.33936830867033535,0.0571708267168674
421,Delivery,2012,M5A 2L1,-79.36961099999999,43.6641458,Downtown,Toronto,12229,0.4787504050537965,0.08926026420874038
422,Delivery,2012,M5A 2R6,-79.37084279999999,43.654920600000004,Downtown,Toronto,9365,0.2451061393681205,0.06317963655424957
423,Delivery,2012,M5A 2V2,-79.3665314,43.654442200000005,Downtown,Toronto,51383,0.6777636159006086,0.10062399103184684
424,Delivery,2012,M5A 2V8,-79.3689071,43.660521700000004,Downtown,Toronto,2045,0.41269644334160466,0.0
425,Delivery,2012,M5A 2Z4,-79.36459559999999,43.6564848,Downtown,Toronto,6843,0.42018411967731245,0.1891638279139052
426,Delivery,2012,M5A 2Z7,-79.3671473,43.6606532,Downtown,Toronto,1830,0.4485537735537735,0.0
427,Delivery,2012,M5A 3A4,-79.36609150000001,43.658775,Downtown,Toronto,525,0.0,0.0
428,Delivery,2012,M5A 3J7,-79.358788,43.6560883,Downtown,Toronto,98051,0.4853764710160152,0.12394892087114254
429,Delivery,2012,M5A 3N1,-79.3563241,43.6554122,Downtown,Toronto,30152,0.511084123994352,0.13457103463209819
430,Delivery,2012,M5A 3N6,-79.36433170000001,43.657720399999995,Downtown,Toronto,215,0.5102040816326531,0.0
431,Delivery,2012,M5A 3P1,-79.35694009999999,43.659102600000004,Downtown,Toronto,41474,0.5897019694065728,0.1011298673956886
432,Delivery,2012,M5A 3V3,-79.3640677,43.659697200000004,Downtown,Toronto,24202,0.36054102679906835,0.0951374321165735
433,Delivery,2012,M5B 1S1,-79.38157640000001,43.6587434,Downtown,Toronto,16495,0.5329724202842625,0.10243958326314244
434,Delivery,2012,M5B 2B7,-79.3746261,43.6562389,Downtown,Toronto,130408,0.48006643263934345,0.07634934225982837
435,Delivery,2012,M5B 2K6,-79.3740982,43.6554481,Downtown,Toronto,93726,0.45153671426682734,0.11000475537139143
436,Delivery,2012,M5C 1K6,-79.37550590000001,43.6508348,Downtown,Toronto,79016,0.4637360822019251,0.07302017138066438
437,Delivery,2012,M5C 2Z3,-79.3766496,43.653537,Downtown,Toronto,49675,0.27446764960730785,0.05929029385868477
438,Delivery,2012,M5J 1W9,-79.3857111,43.647044799999996,Downtown,Toronto,7763,0.5600746212020876,0.0963748967389563
439,Delivery,2012,M5R 2S7,-79.4047989,43.668328499999994,Midtown Toronto,Toronto,17235,0.5382669858555142,0.11767001187830907
440,Delivery,2012,M5R 3G7,-79.41394559999999,43.6712581,Midtown Toronto,Toronto,14901,0.45669888152622146,0.08986301832907398
441,Delivery,2012,M5S 1M4,-79.3938041,43.6688573,Midtown Toronto,Toronto,25517,0.5695619959064805,0.07578056389064174
442,Delivery,2012,M5S 1R8,-79.3928365,43.668396200000004,Downtown,Toronto,15388,0.49521035389391993,0.12515319391056978
443,Delivery,2012,M5S 2H1,-79.40092890000001,43.6584779,Downtown,Toronto,154712,0.30086834560243003,0.07114849432791291
444,Delivery,2012,M5S 2H4,-79.40233620000001,43.662168,Downtown,Toronto,9151,0.4420220900112317,0.0799445611988929
445,Delivery,2012,M5S 3A7,-79.4044251,43.66664420000001,Midtown Toronto,Toronto,36261,0.5843302416975518,0.05000264645251849
446,Delivery,2012,M5T 1A5,-79.4033037,43.6483934,Downtown,Toronto,11825,0.36833812812669803,0.10631203934074056
447,Delivery,2012,M5T 1C3,-79.3914291,43.6519548,Downtown,Toronto,44795,0.4846469477580834,0.04922829200788525
448,Delivery,2012,M5T 1H6,-79.4013687,43.6520685,Downtown,Toronto,26975,0.48592406261177173,0.12600548538840906
449,Delivery,2012,M5T 2C7,-79.3967069,43.6506688,Downtown,Toronto,7317,0.22238932632048572,0.07691637822356776
450,Delivery,2012,M5T 2J6,-79.3989059,43.6513934,Downtown,Toronto,73365,0.4653584820216352,0.10783424504475154
451,Delivery,2012,M5T 2K7,-79.39952159999999,43.648855700000006,Downtown,Toronto,29850,0.462848324585913,0.0731331885780989
452,Delivery,2012,M5T 2L9,-79.4031278,43.6566816,Downtown,Toronto,126735,0.5146955872489207,0.07462792694773838
453,Delivery,2012,M5T 2V9,-79.3983781,43.648971200000005,Downtown,Toronto,23353,0.28070757427612786,0.06826349671330847
454,Delivery,2012,M5V 3C6,-79.3886141,43.6460559,Downtown,Toronto,75145,0.8818123819593886,0.04828552640807841
455,Delivery,2012,M5V 3G9,-79.3987299,43.6470761,Downtown,Toronto,27070,0.5892059573531,0.10483580746095396
456,Delivery,2012,M5V 3W8,-79.4026,43.6458064,Downtown,Toronto,37160,0.6005617931329295,0.09907466614623611
457,Delivery,2012,M6A 2W9,-79.46581809999999,43.7141722,Yorkdale,Toronto,34778,0.5622401489591964,0.123811624992741
458,Delivery,2012,M6A 3B4,-79.4475342,43.7172124,Lawrence Heights,Toronto,46471,0.4900290853271902,0.13474642563132788
459,Delivery,2012,M6B 2B1,-79.457204,43.706112899999994,Glen Park,Toronto,119325,0.3465128260169821,0.06753290534048766
460,Delivery,2012,M6B 3S7,-79.4529846,43.708979799999994,Glen Park,Toronto,8740,0.4341129488879762,0.1330448544355855
461,Delivery,2012,M6B 3T4,-79.4536878,43.7117117,Glen Park,Toronto,51930,0.4543584877584209,0.14373353300399075
462,Delivery,2012,M6C 1B2,-79.4263449,43.681382799999994,Midtown Toronto,Toronto,24934,0.5599433699033738,0.08936384764655887
463,Delivery,2012,M6C 2R5,-79.43970959999999,43.6918166,Midtown Toronto,Toronto,19925,0.6262582183697661,0.08614174585742633
464,Delivery,2012,M6E 2K3,-79.4557975,43.6947213,Eglinton West,Toronto,9269,0.3912102283053323,0.12689622257817895
465,Delivery,2012,M6E 2T5,-79.4622143,43.69717,Briar Hill - Belgravia,Toronto,30415,0.46949368830007476,0.1293499707685036
466,Delivery,2012,M6E 2V4,-79.437072,43.6822342,St. Clair West Village,Toronto,21877,0.5182804374617475,0.061765627015997915
467,Delivery,2012,M6E 3G9,-79.4456001,43.6958473,Oakwood Village,Toronto,18778,0.6401621677144542,0.1335317999755012
468,Delivery,2012,M6E 4X3,-79.46282959999999,43.6894471,Fairbank,Toronto,52199,0.5767554638230369,0.07574004389099906
469,Delivery,2012,M6G 1L1,-79.4154406,43.664059,Koreatown,Toronto,15057,0.31462047867196136,0.08567139389957912
470,Delivery,2012,M6G 1M2,-79.4237948,43.6626885,Christie Pits,Toronto,30920,0.6439396733163298,0.06780279998799695
471,Delivery,2012,M6G 3B1,-79.4188703,43.665491100000004,Midtown Toronto,Toronto,19680,0.5629299592168769,0.1433404212183299
472,Delivery,2012,M6H 1L6,-79.4288069,43.6614507,Dovercourt Park,Toronto,50760,0.6021605963745724,0.10742806051722721
473,Delivery,2012,M6H 2G7,-79.433555,43.6740504,Davenport,Toronto,17025,0.4706467512741762,0.10898571435988073
474,Delivery,2012,M6H 2Y9,-79.4294225,43.657281899999994,Dufferin Grove,Toronto,59705,0.6117565549209881,0.0607681457158282
475,Delivery,2012,M6H 3H9,-79.433643,43.658565,Dufferin Grove,Toronto,24785,0.5964689045113708,0.07047683588411226
476,Delivery,2012,M6H 3Z5,-79.4456001,43.665609499999995,Wallace Emerson,Toronto,36229,0.5262275495359637,0.11422031347140545
477,Delivery,2012,M6H 4E1,-79.4298621,43.6618456,Dovercourt Park,Toronto,43877,0.5449740277273758,0.12624789149227617
478,Delivery,2012,M6J 1E3,-79.4047989,43.6472725,Trinity - Bellwoods,Toronto,1720,0.18097916316710147,0.016129032258064516
479,Delivery,2012,M6J 1V2,-79.40770129999999,43.6517704,Trinity - Bellwoods,Toronto,120100,0.49396784133705224,0.12189122194049692
480,Delivery,2012,M6J 1W4,-79.41464909999999,43.650268700000005,Trinity - Bellwoods,Toronto,9571,0.5414344554389896,0.11598705989340358
481,Delivery,2012,M6J 3M7,-79.42388270000001,43.6428984,Little Portugal,Toronto,43652,0.5438805899169172,0.06615101213512314
482,Delivery,2012,M6J 3P2,-79.4047989,43.6457893,Niagara,Toronto,13405,0.3267429427020678,0.0237901200934926
483,Delivery,2012,M6K 1C2,-79.437028,43.6368917,Parkdale,Toronto,65619,0.8104098673285921,0.05960905829499488
484,Delivery,2012,M6K 1G8,-79.4310931,43.6383786,Parkdale,Toronto,80862,0.4234675903616583,0.12121524877858418
485,Delivery,2012,M6K 1L2,-79.4293345,43.641923299999995,Parkdale,Toronto,10860,0.45793077494988427,0.1008732183783699
486,Delivery,2012,M6K 2N6,-79.4329396,43.6398116,Parkdale,Toronto,45015,0.5178560725297341,0.07463246476155455
487,Delivery,2012,M6K 3A5,-79.43878649999999,43.6362395,Parkdale,Toronto,45553,0.5098974297073826,0.1057503070498996
488,Delivery,2012,M6K 3B6,-79.4417318,43.638256899999995,Parkdale,Toronto,16310,0.5633292806548278,0.1363967130368823
489,Delivery,2012,M6L 1A8,-79.48234079999999,43.7065208,Brookhaven - Amesbury,Toronto,6080,0.28978967434838404,0.0615823792946034
490,Delivery,2012,M6L 2C7,-79.5065922,43.7161744,Maple Leaf,Toronto,11193,0.3236826867039047,0.09842831165072888
491,Delivery,2012,M6M 5E2,-79.4688065,43.692077000000005,Silverthorn,Toronto,74495,0.5275492920804312,0.1415696574246907
492,Delivery,2012,M6N 1B7,-79.4547427,43.670907799999995,Carleton Village,Toronto,26405,0.5526056448639469,0.09347151938883967
493,Delivery,2012,M6N 2H6,-79.4818135,43.678461999999996,Rockcliffe - Smythe,Toronto,25340,0.3853378322919533,0.09047322812865181
494,Delivery,2012,M6R 1A3,-79.440413,43.6396917,Parkdale,Toronto,63216,0.4723955121687842,0.0650359837876256
495,Delivery,2012,M6R 1L3,-79.4497319,43.6454542,Sunnyside,Toronto,38346,0.6721601784081236,0.08862821913015242
496,Delivery,2012,M6R 3B5,-79.4518857,43.6545166,Roncesvalles Village,Toronto,12071,0.5600441512370078,0.08368424940290145
497,Delivery,2012,M8V 1C5,-79.48831640000002,43.6136464,Mimico,Toronto,33850,0.465803731360999,0.10352541389500926
498,Delivery,2012,M8V 2Z5,-79.5032536,43.6027076,New Toronto,Toronto,35335,0.36879200567853737,0.09628829593274842
499,Delivery,2012,M8V 3B6,-79.506065,43.6020768,New Toronto,Toronto,10545,0.3738935122843889,0.10901127160916269
500,Delivery,2012,M8X 2W4,-79.52284399999999,43.6460005,Islington,Toronto,22433,0.42269007007157566,0.07848126798455342
501,Delivery,2012,M8Y 3J1,-79.4909525,43.62977120000001,Humber Bay,Toronto,27915,0.40742155003840796,0.16117039477941278
502,Delivery,2012,M8Z 1J5,-79.51502590000001,43.6173058,Mimico,Toronto,21901,0.6141509599962931,0.08099757455106919
503,Delivery,2012,M8Z 2E7,-79.5050986,43.6305615,The Queensway,Toronto,80375,0.6666666666666666,0.0
504,Delivery,2012,M9B 2A8,-79.5566561,43.646818700000004,Eatonville,Toronto,109983,0.40948837518389236,0.07927532270882766
505,Delivery,2012,M9B 6J8,-79.56157320000001,43.6466778,Islington - City Centre West,Toronto,0,0.0,0.0
506,Delivery,2012,M9L 2K6,-79.5710554,43.7584,Humber Summit,Toronto,12040,0.6438976552489611,0.07512531896549653
507,Delivery,2012,M9N 1V8,-79.5129176,43.698387100000005,Weston,Toronto,24855,0.3707225386873758,0.14779435784072986
508,Delivery,2012,M9N 1X2,-79.519506,43.7014412,Weston,Toronto,69180,0.5547741844112074,0.10688583172872977
509,Delivery,2012,M9N 3P5,-79.51590440000001,43.70058970000001,Weston,Toronto,6503,0.32877994295443547,0.06449446524029816
510,Delivery,2012,M9V 1P9,-79.5801855,43.737029799999995,Rexdale,Toronto,25570,0.3197834234450438,0.11248965961816923
511,Delivery,2012,M9V 2C9,-79.588788,43.7456681,Rexdale,Toronto,20720,0.4276156390395903,0.10548051810891002
512,Delivery,2012,M9V 3A9,-79.58334570000001,43.7447242,Rexdale,Toronto,16295,0.4034983074474835,0.10050197756801925
513,Delivery,2012,M9V 3M8,-79.58317009999999,43.735082399999996,Rexdale,Toronto,186170,0.4699876713834765,0.15572413021735274
514,Delivery,2012,M9V 4E3,-79.5812389,43.7460114,Rexdale,Toronto,14540,0.49548262879522126,0.06866258835290777
515,Delivery,2012,M9W 1G1,-79.5680704,43.7049546,Rexdale,Toronto,58830,0.4157973682597652,0.15438993315854943
516,Delivery,2012,M9W 2N9,-79.5471725,43.72895689999999,The Elms,Toronto,126878,0.4063156135908316,0.10730201217763748
517,Delivery,2012,M9W 3A4,-79.57246009999999,43.7191378,Rexdale,Toronto,44825,0.5496590201668509,0.11495210753835276
518,Delivery,2013,48237,-79.39479159999999,43.659597999999995,Downtown,Toronto,16270,0.0,0.2858020897357099
519,Delivery,2013,M1E 1W7,-79.1940008,43.7584566,West Hill,Toronto,86152,0.758339472819018,0.0890112604992198
520,Delivery,2013,M1E 1X2,-79.1962927,43.7641476,West Hill,Toronto,18070,0.4781748516781964,0.0936009979131046
521,Delivery,2013,M1E 1Z9,-79.18994570000001,43.7647255,West Hill,Toronto,77483,0.4471716194305125,0.09383146447376078
522,Delivery,2013,M1E 2R9,-79.19585190000001,43.766545799999996,West Hill,Toronto,37960,0.35419009264488116,0.1016934809580674
523,Delivery,2013,M1E 2S1,-79.1945297,43.7672331,West Hill,Toronto,10555,0.5159707957101541,0.08665597616212962
524,Delivery,2013,M1G 1R2,-79.2111007,43.7626001,Woburn,Toronto,15895,0.4121042152470256,0.12767508378895698
525,Delivery,2013,M1H 3C3,-79.23225090000001,43.7767383,Woburn,Toronto,9290,0.4444156803545728,0.06722687771929466
526,Delivery,2013,M1H 3H7,-79.22379140000001,43.7561157,Woburn,Toronto,10160,0.33295324350869476,0.09826753229916381
527,Delivery,2013,M1K 1M2,-79.25762490000001,43.717889299999996,Kennedy Park,Toronto,20360,0.6272849496546833,0.07650371155509203
528,Delivery,2013,M1K 2B5,-79.2666098,43.727474900000004,Scarborough Junction,Toronto,15605,0.4649737773950683,0.07642979360651257
529,Delivery,2013,M1K 2N8,-79.2681072,43.73183529999999,Ionview,Toronto,22640,0.4462120615474447,0.08913267312289404
530,Delivery,2013,M1K 3G2,-79.26220550000001,43.7266137,Scarborough Junction,Toronto,8915,0.5176447171426766,0.06872872796222072
531,Delivery,2013,M1K 4C9,-79.2567439,43.7283166,Kennedy Park,Toronto,3585,0.40858088092463096,0.02139613858363858
532,Delivery,2013,M1M 1P2,-79.2315459,43.7266657,Cliffcrest,Toronto,7625,0.10482373654839833,0.05051746864246864
533,Delivery,2013,M1M 3L7,-79.2327796,43.727227,Cliffcrest,Toronto,21810,0.4709989302973863,0.12739297255198534
534,Delivery,2013,M1M 3W1,-79.2318654,43.725373100000006,Cliffcrest,Toronto,15875,0.5957786283210041,0.10254877089924672
535,Delivery,2013,M1N 1Z9,-79.2719828,43.687777000000004,Birch Cliff,Toronto,53681,0.3820531164155275,0.07238558796394513
536,Delivery,2013,M1P 2L9,-79.2807022,43.7672809,Dorset Park,Toronto,36235,0.38342929669445225,0.1492177589582451
537,Delivery,2013,M1P 2T7,-79.2488152,43.7558292,Bendale,Toronto,15385,0.46531527117175764,0.09944945274215929
538,Delivery,2013,M1P 2T9,-79.25092959999999,43.7551421,Bendale,Toronto,19200,0.39441025868519614,0.10167271653943336
539,Delivery,2013,M1R 1H4,-79.30676740000001,43.7395589,Wexford - Maryvale,Toronto,29505,0.549186268195906,0.0906048445487741
540,Delivery,2013,M1S 1T4,-79.27929300000001,43.784302600000004,Agincourt,Toronto,22035,0.3780696943115425,0.06175398823413114
541,Delivery,2013,M1T 2Z7,-79.304126,43.797736799999996,L'Amoreaux,Toronto,62010,0.45043563085565896,0.12196115015803381
542,Delivery,2013,M2M 4G8,-79.4167597,43.781098799999995,Newtonbrook,Toronto,10631,0.3387872023676406,0.024660292825822012
543,Delivery,2013,M2N 0E3,-79.4147371,43.7727001,Willowdale,Toronto,15995,0.6058442770582815,0.06621703678024066
544,Delivery,2013,M2P 2A9,-79.4069097,43.7479234,St. Andrew - Windfields,Toronto,26690,0.913978494623656,0.0
545,Delivery,2013,M2R 3J3,-79.44691879999999,43.781025299999996,Newtonbrook,Toronto,11865,0.39207811296972905,0.09818928642161952
546,Delivery,2013,M3A 1A3,-79.32472709999999,43.73799520000001,Victoria Village,Toronto,123203,0.4560021503424362,0.10578783646006895
547,Delivery,2013,M3C 2C3,-79.34849179999999,43.7320888,Don Mills,Toronto,66340,0.545820121758043,0.09274883518105387
548,Delivery,2013,M3C 3S4,-79.33617009999999,43.7149396,Flemingdon Park,Toronto,68305,0.3877616495835796,0.10268065414479881
549,Delivery,2013,M3L 2E8,-79.5129176,43.7422323,Jane and Finch,Toronto,2595,0.0,0.0
550,Delivery,2013,M3L 2L7,-79.4997392,43.7444183,Jane and Finch,Toronto,2540,0.4346081470363767,0.04133439659755449
551,Delivery,2013,M3N 1H6,-79.5180127,43.748181200000005,Jane and Finch,Toronto,36,1.0,0.0
552,Delivery,2013,M3N 1H7,-79.5239859,43.7475487,Jane and Finch,Toronto,35085,0.3721309196914295,0.14225605136666905
553,Delivery,2013,M3N 1J4,-79.5129176,43.7487465,Jane and Finch,Toronto,50235,0.4432059162596159,0.09279171468541493
554,Delivery,2013,M3N 2K3,-79.5185398,43.765251899999996,Black Creek,Toronto,16555,0.21308621367414157,0.06272230012057815
555,Delivery,2013,M3N 2N6,-79.5144988,43.7626585,Jane and Finch,Toronto,198,0.0,0.0
556,Delivery,2013,M3N 2Y2,-79.5171342,43.7580179,Jane and Finch,Toronto,32765,0.3040044738237409,0.07228756714725135
557,Delivery,2013,M4C 1K3,-79.3097609,43.6866786,Woodbine - Lumsden,Toronto,7235,0.3728926631941622,0.10811452231136078
558,Delivery,2013,M4C 4C4,-79.3139869,43.6876696,Woodbine Heights,Toronto,9400,0.6109141334619842,0.06901724937900647
559,Delivery,2013,M4C 4E1,-79.31504340000001,43.6916213,Woodbine Heights,Toronto,36430,0.48640893226372667,0.09425456478642444
560,Delivery,2013,M4J 1L2,-79.34180309999999,43.6793224,Riverdale,Toronto,84647,0.35917728378755576,0.10225551436175202
561,Delivery,2013,M4J 1L4,-79.3425512,43.679281599999996,The Danforth,Toronto,12000,0.40665473982978423,0.06057535446650284
562,Delivery,2013,M4L 1Z1,-79.3255193,43.671640000000004,Leslieville,Toronto,14915,0.5400528362642778,0.06368794026799945
563,Delivery,2013,M4M 1J9,-79.3396028,43.660958,Leslieville,Toronto,13875,0.5117067866634444,0.07131572672476764
564,Delivery,2013,M4M 1X1,-79.3463797,43.6661164,Riverdale,Toronto,20810,0.37240043015913293,0.15845615213392777
565,Delivery,2013,M4M 2E9,-79.34989990000001,43.659924200000006,Riverside,Toronto,41763,0.6447300297606665,0.10266557328179339
566,Delivery,2013,M4T 1C1,-79.3910772,43.6845359,Midtown Toronto,Toronto,13660,0.4719049094948695,0.11951329614307304
567,Delivery,2013,M4V 1T3,-79.3967069,43.6901009,Midtown Toronto,Toronto,8260,0.34631865377086996,0.08619601076673244
568,Delivery,2013,M4X 1C1,-79.369523,43.6664354,Downtown,Toronto,14405,0.21350014721793129,0.025768373800361098
569,Delivery,2013,M4X 1G6,-79.37172259999998,43.6690876,Downtown,Toronto,11525,0.5120215452603626,0.07626418842646841
570,Delivery,2013,M4X 1N4,-79.37225059999999,43.6698783,Downtown,Toronto,5670,0.5306099344521684,0.0447694983118368
571,Delivery,2013,M4X 1W5,-79.37489000000001,43.668495,Downtown,Toronto,6163,0.18081020080373966,0.024601682240268156
572,Delivery,2013,M4Y 1J7,-79.3857111,43.66602460000001,Downtown,Toronto,17480,0.277564204856434,0.052133561252993885
573,Delivery,2013,M4Y 1R9,-79.38465550000001,43.6685942,Downtown,Toronto,6385,0.2748055809414836,0.1818698302265618
574,Delivery,2013,M4Y 2C9,-79.38078459999998,43.6661564,Downtown,Toronto,9555,0.5025937356521454,0.0882203485601767
575,Delivery,2013,M4Y 2K4,-79.3770895,43.6671445,Downtown,Toronto,3775,0.5491423700225314,0.06199182590808206
576,Delivery,2013,M5A 1S1,-79.3721626,43.6537839,Downtown,Toronto,37960,0.5343930785700465,0.06176738505951634
577,Delivery,2013,M5A 1T3,-79.3628358,43.6561715,Downtown,Toronto,69231,0.546668044262578,0.07169490223723586
578,Delivery,2013,M5A 1V2,-79.35773209999999,43.657323600000005,Downtown,Toronto,47795,0.4294817345623644,0.06940916815860847
579,Delivery,2013,M5A 2A2,-79.3702269,43.658198999999996,Downtown,Toronto,18945,0.4426319859071533,0.06779805049418153
580,Delivery,2013,M5A 2A8,-79.3668834,43.659516499999995,Downtown,Toronto,23075,0.5755753979813417,0.07751781752594583
581,Delivery,2013,M5A 2B1,-79.3665314,43.659187,Downtown,Toronto,51113,0.48909624357295217,0.09410148317898202
582,Delivery,2013,M5A 2B7,-79.36151590000001,43.660125,Downtown,Toronto,31185,0.4950338255952779,0.09146834837915811
583,Delivery,2013,M5A 2C6,-79.36538759999999,43.6613778,Downtown,Toronto,41820,0.549854702035231,0.08271055450744039
584,Delivery,2013,M5A 2E5,-79.37277850000001,43.6608846,Downtown,Toronto,14370,0.4562683924519058,0.064431410526268
585,Delivery,2013,M5A 2E6,-79.3713707,43.6616422,Downtown,Toronto,31910,0.3754765213991527,0.12680078649927257
586,Delivery,2013,M5A 2G2,-79.36917109999999,43.6621032,Downtown,Toronto,14600,0.5646789148605962,0.08221919881933754
587,Delivery,2013,M5A 2G7,-79.3657395,43.6625968,Downtown,Toronto,34790,0.4640399719607685,0.09837644372066603
588,Delivery,2013,M5A 2J3,-79.36217579999999,43.664226899999996,Downtown,Toronto,20480,0.22261010939607045,0.03255091074853794
589,Delivery,2013,M5A 2L1,-79.36961099999999,43.6641458,Downtown,Toronto,7865,0.5157326302944375,0.04798832455548874
590,Delivery,2013,M5A 2R6,-79.37084279999999,43.654920600000004,Downtown,Toronto,8006,0.10116361263214943,0.055392702535559675
591,Delivery,2013,M5A 2V2,-79.3665314,43.654442200000005,Downtown,Toronto,27390,0.6183883256719674,0.08666884140520055
592,Delivery,2013,M5A 2V8,-79.3689071,43.660521700000004,Downtown,Toronto,1480,0.0,0.0
593,Delivery,2013,M5A 2Z4,-79.36459559999999,43.6564848,Downtown,Toronto,3755,0.48711114386466037,0.1604927155378722
594,Delivery,2013,M5A 3J7,-79.358788,43.6560883,Downtown,Toronto,59520,0.3380537628873173,0.0738040710681002
595,Delivery,2013,M5A 3N1,-79.3563241,43.6554122,Downtown,Toronto,15180,0.5416050971421489,0.0889177231322806
596,Delivery,2013,M5A 3P1,-79.35694009999999,43.659102600000004,Downtown,Toronto,37362,0.6200083828265879,0.0997216061631999
597,Delivery,2013,M5A 3V3,-79.3640677,43.659697200000004,Downtown,Toronto,16845,0.3189262200187519,0.06415631745870758
598,Delivery,2013,M5B 1S1,-79.38157640000001,43.6587434,Downtown,Toronto,11755,0.5489324010305567,0.06655413130848024
599,Delivery,2013,M5B 2B7,-79.3746261,43.6562389,Downtown,Toronto,70187,0.4960177624409527,0.06570853870827771
600,Delivery,2013,M5B 2K6,-79.3740982,43.6554481,Downtown,Toronto,67005,0.4093670546235206,0.08385953088684706
601,Delivery,2013,M5C 1K6,-79.37550590000001,43.6508348,Downtown,Toronto,43343,0.453231735225408,0.03876126720878301
602,Delivery,2013,M5C 2Z3,-79.3766496,43.653537,Downtown,Toronto,38602,0.23185592846851646,0.059376225545327774
603,Delivery,2013,M5E 1R4,-79.37532990000001,43.6423649,Downtown,Toronto,260,1.0,0.0
604,Delivery,2013,M5J 1W9,-79.3857111,43.647044799999996,Downtown,Toronto,4700,0.6347361263676612,0.0335950080515298
605,Delivery,2013,M5R 2S7,-79.4047989,43.668328499999994,Midtown Toronto,Toronto,10686,0.5776364670155859,0.10768711046217398
606,Delivery,2013,M5R 3G7,-79.41394559999999,43.6712581,Midtown Toronto,Toronto,9070,0.46552110993907253,0.09636721936749469
607,Delivery,2013,M5S 1M4,-79.3938041,43.6688573,Midtown Toronto,Toronto,17343,0.4294015609507536,0.04076136215534027
608,Delivery,2013,M5S 1R8,-79.3928365,43.668396200000004,Downtown,Toronto,11125,0.4964367166246295,0.10292998366869369
609,Delivery,2013,M5S 2E9,-79.3998734,43.6660891,University,Toronto,2268,0.0,0.0
610,Delivery,2013,M5S 2H1,-79.40092890000001,43.6584779,Downtown,Toronto,115910,0.1677948883465114,0.07299417497417451
611,Delivery,2013,M5S 2H4,-79.40233620000001,43.662168,Downtown,Toronto,8320,0.30203053522879947,0.10987170782125613
612,Delivery,2013,M5S 3A7,-79.4044251,43.66664420000001,Midtown Toronto,Toronto,18454,0.5804407798615249,0.058946385087432454
613,Delivery,2013,M5T 1A5,-79.4033037,43.6483934,Downtown,Toronto,6610,0.32314463173257973,0.05025451467909343
614,Delivery,2013,M5T 1C3,-79.3914291,43.6519548,Downtown,Toronto,31499,0.2792227865725734,0.03201369961156182
615,Delivery,2013,M5T 1H6,-79.4013687,43.6520685,Downtown,Toronto,12300,0.5337211406911596,0.05368185139613711
616,Delivery,2013,M5T 2J6,-79.3989059,43.6513934,Downtown,Toronto,48787,0.4343831760548684,0.09396009469064968
617,Delivery,2013,M5T 2K7,-79.39952159999999,43.648855700000006,Downtown,Toronto,25300,0.19481859728587114,0.05801216481284837
618,Delivery,2013,M5T 2L9,-79.4031278,43.6566816,Downtown,Toronto,90181,0.4445275011153355,0.062369642827864426
619,Delivery,2013,M5T 2V9,-79.3983781,43.648971200000005,Downtown,Toronto,19165,0.26535060558952045,0.061035999903546544
620,Delivery,2013,M5V 3C6,-79.3886141,43.6460559,Downtown,Toronto,50155,0.861466416610284,0.07968074687248256
621,Delivery,2013,M5V 3G9,-79.3987299,43.6470761,Downtown,Toronto,18680,0.591031138642824,0.05879268272393007
622,Delivery,2013,M5V 3W8,-79.4026,43.6458064,Downtown,Toronto,24280,0.5713471872396364,0.07714730117176789
623,Delivery,2013,M6A 2W9,-79.46581809999999,43.7141722,Yorkdale,Toronto,21360,0.5294225477335325,0.10866640699269692
624,Delivery,2013,M6A 3B4,-79.4475342,43.7172124,Lawrence Heights,Toronto,32170,0.49643898529743974,0.09120188001257783
